141, 57, ROW
364, 406, COL
66, 429, ROW
183, 309, COL
339, 156, ROW
505, 177, COL
244, 309, ROW
454, 286, COL
195, 379, ROW
214, 255, COL
161, 395, ROW
435, 145, COL
359, 109, ROW
135, 102, COL
275, 185, ROW
68, 138, COL
97, 136, ROW
441, 484, COL
343, 51, ROW
2, 435, COL
103, 171, ROW
73, 448, COL
174, 322, ROW
236, 261, COL
386, 47, ROW
353, 129, COL
118, 241, ROW
316, 178, COL
58, 404, ROW
247, 277, COL
262, 216, ROW
149, 390, COL
137, 283, ROW
53, 209, COL
335, 368, ROW
92, 381, COL
55, 213, ROW
266, 111, COL
263, 228, ROW
482, 119, COL
362, 316, ROW
43, 25, COL
261, 226, ROW
23, 199, COL
231, 218, ROW
419, 503, COL
491, 284, ROW
154, 144, COL
283, 346, ROW
431, 421, COL
393, 382, ROW
118, 471, COL
219, 221, ROW
137, 476, COL
510, 230, ROW
301, 305, COL
209, 260, ROW
431, 360, COL
430, 207, ROW
144, 79, COL
459, 355, ROW
497, 265, COL
355, 99, ROW
172, 287, COL
493, 35, ROW
218, 142, COL
94, 314, ROW
59, 244, COL
337, 108, ROW
205, 6, COL
96, 29, ROW
335, 39, COL
279, 202, ROW
59, 73, COL
379, 421, ROW
145, 17, COL
334, 134, ROW
168, 344, COL
37, 344, ROW
329, 17, COL
316, 6, ROW
115, 86, COL
468, 67, ROW
116, 32, COL
364, 481, ROW
409, 56, COL
484, 435, ROW
457, 302, COL
306, 453, ROW
335, 468, COL
419, 437, ROW
362, 439, COL
62, 176, ROW
509, 303, COL
210, 115, ROW
105, 155, COL
499, 214, ROW
492, 479, COL
182, 324, ROW
95, 202, COL
390, 134, ROW
427, 194, COL
432, 198, ROW
133, 261, COL
217, 45, ROW
393, 448, COL
5, 108, ROW
20, 385, COL
245, 192, ROW
168, 351, COL
227, 310, ROW
468, 102, COL
507, 319, ROW
149, 159, COL
258, 384, ROW
277, 171, COL
146, 272, ROW
408, 161, COL
12, 321, ROW
255, 408, COL
408, 511, ROW
443, 50, COL
434, 447, ROW
279, 191, COL
26, 278, ROW
226, 412, COL
327, 380, ROW
208, 282, COL
385, 491, ROW
219, 386, COL
436, 378, ROW
76, 180, COL
468, 140, ROW
52, 182, COL
401, 185, ROW
350, 3, COL
257, 185, ROW
110, 229, COL
42, 462, ROW
145, 449, COL
490, 411, ROW
194, 250, COL
140, 328, ROW
507, 40, COL
14, 321, ROW
134, 144, COL
120, 262, ROW
378, 383, COL
108, 475, ROW
54, 11, COL
352, 44, ROW
370, 313, COL
492, 425, ROW
91, 482, COL
431, 159, ROW
321, 228, COL
210, 92, ROW
105, 331, COL
449, 410, ROW
315, 63, COL
144, 293, ROW
451, 190, COL
508, 341, ROW
348, 206, COL
499, 254, ROW
318, 495, COL
160, 257, ROW
21, 498, COL
392, 280, ROW
493, 217, COL
405, 336, ROW
368, 426, COL
116, 233, ROW
497, 460, COL
178, 366, ROW
176, 103, COL
466, 230, ROW
235, 106, COL
42, 103, ROW
188, 448, COL
176, 255, ROW
203, 235, COL
56, 302, ROW
335, 62, COL
381, 105, ROW
504, 79, COL
428, 336, ROW
331, 123, COL
58, 95, ROW
359, 173, COL
46, 215, ROW
115, 329, COL
214, 92, ROW
248, 275, COL
64, 305, ROW
169, 379, COL
442, 91, ROW
148, 404, COL
451, 26, ROW
145, 428, COL
49, 87, ROW
35, 55, COL
394, 122, ROW
208, 244, COL
278, 466, ROW
45, 321, COL
292, 59, ROW
508, 246, COL
246, 42, ROW
161, 376, COL
509, 158, ROW
111, 319, COL
346, 282, ROW
377, 98, COL
32, 408, ROW
411, 234, COL
323, 22, ROW
265, 302, COL
427, 113, ROW
120, 241, COL
149, 316, ROW
430, 3, COL
434, 384, ROW
414, 307, COL
238, 170, ROW
459, 287, COL
186, 81, ROW
52, 354, COL
241, 1, ROW
69, 226, COL
228, 281, ROW
128, 226, COL
181, 339, ROW
70, 206, COL
444, 388, ROW
8, 497, COL
72, 456, ROW
244, 478, COL
406, 262, ROW
57, 258, COL
222, 167, ROW
129, 361, COL
392, 442, ROW
345, 370, COL
236, 20, ROW
113, 316, COL
357, 1, ROW
66, 219, COL
395, 86, ROW
308, 455, COL
104, 137, ROW
54, 335, COL
394, 93, ROW
425, 234, COL
285, 486, ROW
164, 384, COL
388, 37, ROW
285, 216, COL
458, 502, ROW
67, 474, COL
339, 456, ROW
237, 441, COL
131, 417, ROW
0, 399, COL
276, 400, ROW
68, 134, COL
261, 295, ROW
40, 27, COL
209, 464, ROW
482, 124, COL
97, 208, ROW
408, 3, COL
96, 480, ROW
176, 249, COL
89, 17, ROW
12, 395, COL
81, 472, ROW
320, 371, COL
407, 488, ROW
496, 352, COL
387, 121, ROW
216, 423, COL
442, 324, ROW
354, 110, COL
205, 60, ROW
451, 158, COL
295, 142, ROW
384, 352, COL
499, 264, ROW
306, 262, COL
84, 500, ROW
132, 472, COL
422, 309, ROW
249, 21, COL
324, 244, ROW
276, 211, COL
341, 234, ROW
301, 288, COL
19, 88, ROW
400, 228, COL
190, 494, ROW
279, 389, COL
5, 403, ROW
159, 306, COL
502, 325, ROW
155, 380, COL
237, 174, ROW
349, 196, COL
118, 289, ROW
321, 182, COL
307, 237, ROW
22, 201, COL
190, 394, ROW
464, 132, COL
181, 177, ROW
318, 9, COL
141, 327, ROW
124, 145, COL
226, 289, ROW
340, 250, COL
505, 35, ROW
340, 350, COL
509, 146, ROW
133, 191, COL
158, 502, ROW
379, 234, COL
101, 242, ROW
48, 281, COL
4, 289, ROW
87, 57, COL
297, 331, ROW
159, 187, COL
4, 288, ROW
395, 327, COL
487, 168, ROW
9, 333, COL
342, 367, ROW
203, 290, COL
275, 250, ROW
299, 332, COL
249, 154, ROW
29, 450, COL
237, 97, ROW
173, 194, COL
141, 236, ROW
311, 77, COL
336, 112, ROW
227, 483, COL
180, 320, ROW
227, 335, COL
6, 4, ROW
207, 204, COL
116, 165, ROW
218, 327, COL
152, 323, ROW
177, 117, COL
101, 120, ROW
278, 12, COL
446, 192, ROW
407, 391, COL
172, 337, ROW
82, 330, COL
253, 184, ROW
295, 177, COL
42, 189, ROW
168, 145, COL
264, 408, ROW
303, 354, COL
48, 91, ROW
206, 362, COL
437, 489, ROW
224, 102, COL
453, 426, ROW
250, 39, COL
368, 389, ROW
478, 61, COL
112, 317, ROW
170, 9, COL
60, 111, ROW
128, 185, COL
157, 33, ROW
2, 326, COL
480, 476, ROW
159, 273, COL
160, 251, ROW
60, 322, COL
285, 281, ROW
35, 190, COL
249, 507, ROW
283, 29, COL
347, 132, ROW
356, 192, COL
462, 0, ROW
376, 441, COL
439, 19, ROW
403, 344, COL
342, 288, ROW
245, 396, COL
332, 173, ROW
466, 55, COL
350, 246, ROW
42, 425, COL
410, 221, ROW
196, 452, COL
350, 447, ROW
255, 104, COL
325, 347, ROW
175, 224, COL
473, 342, ROW
55, 248, COL
142, 307, ROW
369, 50, COL
386, 193, ROW
212, 245, COL
7, 324, ROW
9, 469, COL
41, 407, ROW
120, 7, COL
483, 368, ROW
396, 282, COL
301, 356, ROW
15, 384, COL
434, 365, ROW
375, 134, COL
277, 472, ROW
453, 388, COL
177, 341, ROW
97, 67, COL
392, 25, ROW
93, 102, COL
143, 32, ROW
25, 484, COL
452, 219, ROW
65, 503, COL
122, 144, ROW
373, 304, COL
38, 398, ROW
451, 436, COL
315, 243, ROW
397, 285, COL
188, 488, ROW
9, 445, COL
273, 485, ROW
4, 284, COL
506, 397, ROW
75, 267, COL
215, 345, ROW
54, 93, COL
457, 108, ROW
87, 455, COL
120, 434, ROW
120, 2, COL
248, 145, ROW
253, 118, COL
472, 342, ROW
180, 47, COL
132, 177, ROW
468, 197, COL
204, 77, ROW
415, 379, COL
323, 230, ROW
472, 394, COL
335, 5, ROW
137, 150, COL
405, 429, ROW
182, 139, COL
478, 174, ROW
491, 231, COL
465, 69, ROW
40, 433, COL
96, 205, ROW
13, 216, COL
285, 286, ROW
489, 478, COL
181, 275, ROW
172, 250, COL
182, 389, ROW
332, 93, COL
46, 301, ROW
228, 221, COL
457, 215, ROW
253, 361, COL
401, 152, ROW
440, 342, COL
69, 18, ROW
478, 505, COL
344, 368, ROW
46, 323, COL
93, 15, ROW
421, 10, COL
454, 336, ROW
142, 413, COL
128, 217, ROW
447, 224, COL
274, 328, ROW
212, 494, COL
5, 232, ROW
284, 160, COL
141, 44, ROW
237, 504, COL
30, 255, ROW
183, 415, COL
204, 225, ROW
96, 271, COL
205, 149, ROW
469, 193, COL
509, 223, ROW
107, 423, COL
205, 10, ROW
197, 130, COL
471, 255, ROW
258, 232, COL
232, 286, ROW
154, 138, COL
277, 386, ROW
137, 208, COL
365, 72, ROW
490, 40, COL
162, 120, ROW
173, 271, COL
194, 304, ROW
100, 401, COL
433, 340, ROW
3, 311, COL
356, 12, ROW
378, 471, COL
252, 257, ROW
385, 433, COL
206, 204, ROW
267, 95, COL
42, 233, ROW
92, 65, COL
32, 4, ROW
235, 192, COL
19, 311, ROW
32, 210, COL
140, 137, ROW
510, 261, COL
54, 379, ROW
497, 272, COL
292, 353, ROW
257, 350, COL
132, 462, ROW
192, 44, COL
372, 469, ROW
9, 361, COL
486, 131, ROW
351, 327, COL
347, 307, ROW
463, 212, COL
210, 452, ROW
150, 333, COL
127, 58, ROW
337, 33, COL
230, 67, ROW
506, 449, COL
357, 127, ROW
142, 369, COL
184, 451, ROW
485, 34, COL
257, 499, ROW
450, 408, COL
511, 201, ROW
333, 451, COL
408, 207, ROW
196, 453, COL
412, 509, ROW
259, 210, COL
475, 229, ROW
223, 142, COL
325, 452, ROW
96, 202, COL
447, 476, ROW
11, 316, COL
17, 248, ROW
275, 358, COL
281, 207, ROW
191, 144, COL
168, 115, ROW
342, 103, COL
10, 403, ROW
257, 25, COL
283, 127, ROW
332, 207, COL
118, 136, ROW
95, 460, COL
202, 354, ROW
51, 106, COL
132, 482, ROW
42, 434, COL
239, 127, ROW
289, 77, COL
128, 78, ROW
457, 236, COL
309, 497, ROW
465, 369, COL
447, 188, ROW
259, 448, COL
434, 105, ROW
502, 376, COL
59, 74, ROW
244, 31, COL
281, 368, ROW
127, 364, COL
496, 51, ROW
466, 42, COL
286, 496, ROW
304, 144, COL
326, 355, ROW
64, 212, COL
326, 293, ROW
444, 106, COL
486, 133, ROW
359, 5, COL
204, 370, ROW
306, 468, COL
416, 269, ROW
159, 322, COL
392, 186, ROW
143, 276, COL
12, 14, ROW
17, 481, COL
283, 91, ROW
55, 102, COL
126, 477, ROW
110, 264, COL
484, 203, ROW
291, 446, COL
104, 106, ROW
14, 510, COL
379, 107, ROW
481, 248, COL
394, 176, ROW
397, 208, COL
185, 334, ROW
135, 134, COL
261, 63, ROW
314, 340, COL
268, 399, ROW
71, 383, COL
202, 458, ROW
446, 479, COL
316, 489, ROW
261, 323, COL
330, 228, ROW
438, 349, COL
74, 460, ROW
166, 428, COL
206, 224, ROW
428, 55, COL
331, 61, ROW
152, 87, COL
372, 167, ROW
227, 443, COL
368, 421, ROW
188, 285, COL
160, 227, ROW
511, 302, COL
153, 94, ROW
351, 255, COL
80, 104, ROW
324, 481, COL
393, 161, ROW
411, 335, COL
42, 89, ROW
335, 299, COL
72, 492, ROW
50, 30, COL
493, 218, ROW
185, 506, COL
237, 162, ROW
125, 248, COL
170, 511, ROW
408, 334, COL
407, 412, ROW
309, 127, COL
395, 442, ROW
158, 406, COL
370, 297, ROW
286, 108, COL
21, 36, ROW
192, 9, COL
119, 497, ROW
6, 299, COL
441, 410, ROW
80, 233, COL
80, 93, ROW
73, 39, COL
403, 110, ROW
416, 405, COL
415, 295, ROW
408, 304, COL
3, 355, ROW
417, 232, COL
500, 12, ROW
404, 137, COL
490, 125, ROW
164, 145, COL
330, 99, ROW
410, 438, COL
496, 120, ROW
421, 179, COL
244, 93, ROW
359, 40, COL
284, 269, ROW
462, 129, COL
488, 81, ROW
452, 443, COL
450, 477, ROW
215, 136, COL
64, 252, ROW
7, 361, COL
492, 71, ROW
307, 445, COL
287, 162, ROW
153, 254, COL
482, 446, ROW
382, 457, COL
201, 192, ROW
258, 19, COL
228, 226, ROW
84, 112, COL
313, 134, ROW
415, 24, COL
374, 147, ROW
128, 399, COL
314, 365, ROW
99, 144, COL
472, 342, ROW
373, 422, COL
173, 84, ROW
301, 225, COL
262, 468, ROW
9, 27, COL
38, 415, ROW
85, 430, COL
223, 212, ROW
363, 145, COL
32, 156, ROW
330, 432, COL
368, 33, ROW
373, 32, COL
298, 502, ROW
460, 72, COL
128, 389, ROW
435, 425, COL
384, 86, ROW
305, 233, COL
210, 63, ROW
398, 84, COL
60, 399, ROW
326, 313, COL
224, 78, ROW
305, 205, COL
373, 40, ROW
409, 397, COL
185, 463, ROW
509, 176, COL
137, 26, ROW
226, 123, COL
478, 230, ROW
122, 81, COL
497, 385, ROW
243, 449, COL
146, 152, ROW
163, 93, COL
322, 500, ROW
160, 307, COL
448, 508, ROW
392, 442, COL
80, 230, ROW
206, 275, COL
249, 44, ROW
189, 69, COL
10, 359, ROW
288, 141, COL
479, 48, ROW
469, 66, COL
235, 403, ROW
162, 164, COL
20, 337, ROW
465, 406, COL
253, 187, ROW
355, 86, COL
176, 230, ROW
291, 391, COL
84, 259, ROW
12, 318, COL
18, 183, ROW
221, 320, COL
270, 235, ROW
459, 244, COL
191, 308, ROW
1, 304, COL
489, 428, ROW
454, 285, COL
192, 188, ROW
482, 128, COL
3, 28, ROW
328, 112, COL
133, 296, ROW
146, 283, COL
233, 260, ROW
388, 463, COL
491, 387, ROW
464, 418, COL
495, 414, ROW
350, 270, COL
141, 64, ROW
160, 140, COL
442, 452, ROW
375, 266, COL
496, 490, ROW
107, 159, COL
421, 293, ROW
199, 114, COL
273, 103, ROW
257, 414, COL
176, 297, ROW
83, 168, COL
259, 415, ROW
326, 112, COL
154, 102, ROW
427, 228, COL
452, 414, ROW
35, 86, COL
215, 187, ROW
76, 233, COL
97, 287, ROW
449, 437, COL
192, 305, ROW
476, 29, COL
167, 434, ROW
82, 157, COL
367, 343, ROW
115, 441, COL
76, 2, ROW
79, 37, COL
189, 58, ROW
302, 57, COL
442, 41, ROW
451, 32, COL
128, 465, ROW
250, 361, COL
334, 30, ROW
140, 304, COL
420, 221, ROW
188, 462, COL
495, 84, ROW
477, 485, COL
142, 224, ROW
146, 197, COL
221, 209, ROW
452, 230, COL
289, 474, ROW
451, 133, COL
438, 294, ROW
378, 87, COL
187, 246, ROW
25, 130, COL
51, 115, ROW
60, 448, COL
148, 144, ROW
257, 476, COL
97, 401, ROW
56, 186, COL
360, 165, ROW
431, 284, COL
457, 471, ROW
123, 262, COL
490, 401, ROW
80, 1, COL
479, 442, ROW
256, 44, COL
148, 373, ROW
471, 489, COL
24, 263, ROW
16, 301, COL
293, 304, ROW
418, 81, COL
247, 29, ROW
293, 338, COL
132, 152, ROW
330, 464, COL
498, 266, ROW
282, 29, COL
365, 89, ROW
212, 103, COL
280, 402, ROW
228, 168, COL
37, 406, ROW
394, 337, COL
310, 132, ROW
483, 480, COL
282, 102, ROW
426, 154, COL
491, 197, ROW
29, 13, COL
307, 109, ROW
338, 320, COL
385, 145, ROW
155, 431, COL
362, 285, ROW
250, 428, COL
35, 227, ROW
13, 233, COL
466, 503, ROW
157, 387, COL
198, 311, ROW
222, 309, COL
491, 34, ROW
476, 7, COL
445, 75, ROW
311, 276, COL
196, 497, ROW
309, 6, COL
240, 136, ROW
84, 30, COL
232, 228, ROW
422, 146, COL
506, 144, ROW
165, 66, COL
109, 283, ROW
379, 407, COL
14, 23, ROW
228, 74, COL
173, 162, ROW
44, 84, COL
233, 88, ROW
293, 101, COL
509, 216, ROW
190, 314, COL
136, 147, ROW
446, 384, COL
363, 271, ROW
260, 244, COL
161, 510, ROW
64, 249, COL
33, 213, ROW
466, 471, COL
375, 81, ROW
486, 272, COL
36, 497, ROW
257, 241, COL
441, 50, ROW
268, 207, COL
356, 407, ROW
442, 141, COL
232, 185, ROW
375, 40, COL
290, 360, ROW
176, 162, COL
62, 128, ROW
308, 120, COL
